tweet_id,followers_count,favourites_count,retweet_count,created_at
883838122936631299,3200890,22349,3586,2015-11-15 21:41:29+00:00
883482846933004288,3200890,46860,10407,2015-11-15 21:41:29+00:00
883360690899218434,3200890,22986,3825,2015-11-15 21:41:29+00:00
883117836046086144,3200890,37914,6949,2015-11-15 21:41:29+00:00
882992080364220416,3200890,24445,4122,2015-11-15 21:41:29+00:00
882762694511734784,3200890,28903,5134,2015-11-15 21:41:29+00:00
882627270321602560,3200890,28382,6342,2015-11-15 21:41:29+00:00
882268110199369728,3200890,45880,12118,2015-11-15 21:41:29+00:00
882045870035918850,3200890,29900,5203,2015-11-15 21:41:29+00:00
881906580714921986,3200890,24773,3533,2015-11-15 21:41:29+00:00
881666595344535552,3200890,51522,11099,2015-11-15 21:41:29+00:00
881633300179243008,3200890,129,7,2015-11-15 21:41:29+00:00
881536004380872706,3200890,50199,16570,2015-11-15 21:41:29+00:00
881268444196462592,3200890,23501,5358,2015-11-15 21:41:29+00:00
880935762899988482,3200890,17346,2886,2015-11-15 21:41:29+00:00
880872448815771648,3200890,21734,3989,2015-11-15 21:41:29+00:00
880465832366813184,3200890,29075,6546,2015-11-15 21:41:29+00:00
880221127280381952,3200890,27640,4436,2015-11-15 21:41:29+00:00
880095782870896641,3200890,28150,4533,2015-11-15 21:41:29+00:00
879862464715927552,3200890,22667,3642,2015-11-15 21:41:29+00:00
879674319642796034,3200890,315,10,2015-11-15 21:41:29+00:00
879492040517615616,3200890,23822,3323,2015-11-15 21:41:29+00:00
879415818425184262,3200891,107956,45849,2015-11-15 21:41:29+00:00
879376492567855104,3200891,17099,3261,2015-11-15 21:41:29+00:00
879130579576475649,3200892,0,7181,2015-11-15 21:41:29+00:00
879050749262655488,3200892,23022,4941,2015-11-15 21:41:29+00:00
879008229531029506,3200892,19317,2812,2015-11-15 21:41:29+00:00
878776093423087618,3200892,19763,4319,2015-11-15 21:41:29+00:00
878604707211726852,3200892,30931,7582,2015-11-15 21:41:29+00:00
878404777348136964,3200892,0,1349,2015-11-15 21:41:29+00:00
878316110768087041,3200892,0,6965,2015-11-15 21:41:29+00:00
878281511006478336,3200892,7913,1349,2015-11-15 21:41:29+00:00
878057613040115712,3200892,42876,7181,2015-11-15 21:41:29+00:00
877736472329191424,3200892,71144,17300,2015-11-15 21:41:29+00:00
877611172832227328,3200892,0,83,2015-11-15 21:41:29+00:00
877556246731214848,3200892,23258,3994,2015-11-15 21:41:29+00:00
877316821321428993,3200892,27907,5414,2015-11-15 21:41:29+00:00
877201837425926144,3200892,27755,5880,2015-11-15 21:41:29+00:00
876838120628539392,3200892,21125,3506,2015-11-15 21:41:29+00:00
876537666061221889,3200892,23869,4800,2015-11-15 21:41:29+00:00
876484053909872640,3200891,19163,2511,2015-11-15 21:41:29+00:00
876120275196170240,3200891,28490,4903,2015-11-15 21:41:29+00:00
875747767867523072,3200891,25773,4497,2015-11-15 21:41:29+00:00
875144289856114688,3200891,22185,5081,2015-11-15 21:41:29+00:00
875097192612077568,3200891,27997,6342,2015-11-15 21:41:29+00:00
875021211251597312,3200891,26022,4922,2015-11-15 21:41:29+00:00
874680097055178752,3200891,28439,4875,2015-11-15 21:41:29+00:00
874434818259525634,3200891,0,15546,2015-11-15 21:41:29+00:00
874296783580663808,3200891,26651,4308,2015-11-15 21:41:29+00:00
874057562936811520,3200891,23134,4125,2015-11-15 21:41:29+00:00
874012996292530176,3200891,35501,11007,2015-11-15 21:41:29+00:00
873697596434513921,3200891,0,12518,2015-11-15 21:41:29+00:00
873580283840344065,3200891,24837,4143,2015-11-15 21:41:29+00:00
873337748698140672,3200891,0,1667,2015-11-15 21:41:29+00:00
873213775632977920,3200891,7467,1667,2015-11-15 21:41:29+00:00
872967104147763200,3200891,28031,5669,2015-11-15 21:41:29+00:00
872820683541237760,3200891,15029,3884,2015-11-15 21:41:29+00:00
872668790621863937,3200891,0,31,2015-11-15 21:41:29+00:00
872620804844003328,3200891,21309,3911,2015-11-15 21:41:29+00:00
872486979161796608,3200891,41606,9429,2015-11-15 21:41:29+00:00
872261713294495745,3200891,35085,6649,2015-11-15 21:41:29+00:00
872122724285648897,3200891,35324,8549,2015-11-15 21:41:29+00:00
871879754684805121,3200891,39090,11918,2015-11-15 21:41:29+00:00
871762521631449091,3200891,20787,3678,2015-11-15 21:41:29+00:00
871515927908634625,3200891,20730,3628,2015-11-15 21:41:29+00:00
871166179821445120,3200891,0,5991,2015-11-15 21:41:29+00:00
871102520638267392,3200891,21461,5764,2015-11-15 21:41:29+00:00
871032628920680449,3200891,23255,3999,2015-11-15 21:41:29+00:00
870804317367881728,3200891,33791,6393,2015-11-15 21:41:29+00:00
870726314365509632,3200891,121,3,2015-11-15 21:41:29+00:00
870656317836468226,3200891,12819,2817,2015-11-15 21:41:29+00:00
870374049280663552,3200891,85011,27680,2015-11-15 21:41:29+00:00
870308999962521604,3200891,22453,4384,2015-11-15 21:41:29+00:00
870063196459192321,3200891,37771,8840,2015-11-15 21:41:29+00:00
869988702071779329,3200891,0,25661,2015-11-15 21:41:29+00:00
869772420881756160,3200891,43710,10663,2015-11-15 21:41:29+00:00
869702957897576449,3200891,29116,6728,2015-11-15 21:41:29+00:00
869596645499047938,3200891,16476,3327,2015-11-15 21:41:29+00:00
869227993411051520,3200891,21112,4023,2015-11-15 21:41:29+00:00
868880397819494401,3200891,55098,12518,2015-11-15 21:41:29+00:00
868639477480148993,3200891,0,2240,2015-11-15 21:41:29+00:00
868622495443632128,3200891,28295,6275,2015-11-15 21:41:29+00:00
868552278524837888,3200891,10539,2240,2015-11-15 21:41:29+00:00
867900495410671616,3200891,24964,4439,2015-11-15 21:41:29+00:00
867774946302451713,3200891,35179,7788,2015-11-15 21:41:29+00:00
867421006826221569,3200891,16755,2697,2015-11-15 21:41:29+00:00
867072653475098625,3200891,0,135,2015-11-15 21:41:29+00:00
867051520902168576,3200891,33420,8425,2015-11-15 21:41:29+00:00
866816280283807744,3200891,0,32883,2015-11-15 21:41:29+00:00
866720684873056260,3200891,20888,5168,2015-11-15 21:41:29+00:00
866686824827068416,3200891,20070,3727,2015-11-15 21:41:29+00:00
866450705531457537,3200891,106827,32883,2015-11-15 21:41:29+00:00
866334964761202691,3200891,54720,15546,2015-11-15 21:41:29+00:00
866094527597207552,3200891,0,8952,2015-11-15 21:41:29+00:00
865718153858494464,3200891,26640,6008,2015-11-15 21:41:29+00:00
865359393868664832,3200891,27530,5384,2015-11-15 21:41:29+00:00
865006731092295680,3200891,29063,8209,2015-11-15 21:41:29+00:00
864873206498414592,3200891,33651,9361,2015-11-15 21:41:29+00:00
864279568663928832,3200891,15195,3266,2015-11-15 21:41:29+00:00
864197398364647424,3200891,31459,9616,2015-11-15 21:41:29+00:00
863907417377173506,3200891,21477,4441,2015-11-15 21:41:29+00:00
863553081350529029,3200891,15935,4489,2015-11-15 21:41:29+00:00
863471782782697472,3200891,0,2687,2015-11-15 21:41:29+00:00
863432100342583297,3200891,24829,5664,2015-11-15 21:41:29+00:00
863427515083354112,3200891,2363,105,2015-11-15 21:41:29+00:00
863079547188785154,3200891,9094,1195,2015-11-15 21:41:29+00:00
863062471531167744,3200891,8945,2687,2015-11-15 21:41:29+00:00
862831371563274240,3200891,20011,5457,2015-11-15 21:41:29+00:00
862722525377298433,3200891,17779,3809,2015-11-15 21:41:29+00:00
862457590147678208,3200891,21492,5388,2015-11-15 21:41:29+00:00
862096992088072192,3200891,66437,21840,2015-11-15 21:41:29+00:00
861769973181624320,3200891,0,37911,2015-11-15 21:41:29+00:00
861383897657036800,3200891,37744,11528,2015-11-15 21:41:29+00:00
861288531465048066,3200891,18032,4479,2015-11-15 21:41:29+00:00
861005113778896900,3200891,17538,4119,2015-11-15 21:41:29+00:00
860981674716409858,3200891,0,2334,2015-11-15 21:41:29+00:00
860924035999428608,3200891,0,882,2015-11-15 21:41:29+00:00
860563773140209665,3200891,7878,2334,2015-11-15 21:41:29+00:00
860524505164394496,3200891,24678,5698,2015-11-15 21:41:29+00:00
860276583193509888,3200891,19154,3745,2015-11-15 21:41:29+00:00
860184849394610176,3200891,17474,6295,2015-11-15 21:41:29+00:00
860177593139703809,3200891,0,33421,2015-11-15 21:41:29+00:00
859924526012018688,3200891,20021,4349,2015-11-15 21:41:29+00:00
859851578198683649,3200891,16105,3780,2015-11-15 21:41:29+00:00
859607811541651456,3200891,19476,1704,2015-11-15 21:41:29+00:00
859196978902773760,3200891,75193,25661,2015-11-15 21:41:29+00:00
859074603037188101,3200891,35553,14740,2015-11-15 21:41:29+00:00
858860390427611136,3200891,0,8805,2015-11-15 21:41:29+00:00
858843525470990336,3200891,16304,3771,2015-11-15 21:41:29+00:00
858471635011153920,3200891,22640,5271,2015-11-15 21:41:29+00:00
858107933456039936,3200891,16524,3154,2015-11-15 21:41:29+00:00
857989990357356544,3200891,16952,2812,2015-11-15 21:41:29+00:00
857746408056729600,3200891,36021,11524,2015-11-15 21:41:29+00:00
857393404942143489,3200891,6236,1785,2015-11-15 21:41:29+00:00
857263160327368704,3200891,21041,4934,2015-11-15 21:41:29+00:00
857214891891077121,3200891,242,20,2015-11-15 21:41:29+00:00
857062103051644929,3200891,0,183,2015-11-15 21:41:29+00:00
857029823797047296,3200891,19910,4364,2015-11-15 21:41:29+00:00
856602993587888130,3200891,0,11633,2015-11-15 21:41:29+00:00
856543823941562368,3200891,17135,3131,2015-11-15 21:41:29+00:00
856526610513747968,3200891,12446,2068,2015-11-15 21:41:29+00:00
856330835276025856,3200891,0,731,2015-11-15 21:41:29+00:00
856288084350160898,3200891,545,17,2015-11-15 21:41:29+00:00
856282028240666624,3200891,29086,6841,2015-11-15 21:41:29+00:00
855862651834028034,3200891,320,27,2015-11-15 21:41:29+00:00
855860136149123072,3200891,4407,1058,2015-11-15 21:41:29+00:00
855857698524602368,3200891,12498,2313,2015-11-15 21:41:29+00:00
855851453814013952,3200891,47844,19196,2015-11-15 21:41:29+00:00
855818117272018944,3200891,28056,5943,2015-11-15 21:41:29+00:00
855459453768019968,3200891,31657,8987,2015-11-15 21:41:29+00:00
855245323840757760,3200891,0,6568,2015-11-15 21:41:29+00:00
855138241867124737,3200891,0,50,2015-11-15 21:41:29+00:00
854732716440526848,3200891,24188,6690,2015-11-15 21:41:29+00:00
854482394044301312,3200891,31131,7608,2015-11-15 21:41:29+00:00
854365224396361728,3200891,20046,5159,2015-11-15 21:41:29+00:00
854120357044912130,3200892,33911,8285,2015-11-15 21:41:29+00:00
854010172552949760,3200892,17169,3433,2015-11-15 21:41:29+00:00
853760880890318849,3200892,30414,6403,2015-11-15 21:41:29+00:00
853639147608842240,3200892,37198,11265,2015-11-15 21:41:29+00:00
853299958564483072,3200892,16508,3928,2015-11-15 21:41:29+00:00
852936405516943360,3200892,0,2243,2015-11-15 21:41:29+00:00
852912242202992640,3200892,9658,2037,2015-11-15 21:41:29+00:00
852672615818899456,3200891,15939,2388,2015-11-15 21:41:29+00:00
852553447878664193,3200891,17492,3885,2015-11-15 21:41:29+00:00
852311364735569921,3200891,35325,10961,2015-11-15 21:41:29+00:00
852226086759018497,3200891,21378,7570,2015-11-15 21:41:29+00:00
852189679701164033,3200891,12217,1741,2015-11-15 21:41:29+00:00
851953902622658560,3200891,0,10706,2015-11-15 21:41:29+00:00
851861385021730816,3200891,0,23,2015-11-15 21:41:29+00:00
851591660324737024,3200891,17300,3819,2015-11-15 21:41:29+00:00
851464819735769094,3200891,25944,7855,2015-11-15 21:41:29+00:00
851224888060895234,3200891,22090,6350,2015-11-15 21:41:29+00:00
850753642995093505,3200891,33348,10352,2015-11-15 21:41:29+00:00
850380195714523136,3200891,13994,2915,2015-11-15 21:41:29+00:00
850333567704068097,3200891,3647,367,2015-11-15 21:41:29+00:00
850145622816686080,3200891,17519,4244,2015-11-15 21:41:29+00:00
850019790995546112,3200891,21944,5459,2015-11-15 21:41:29+00:00
849776966551130114,3200799,32390,8404,2015-11-15 21:41:29+00:00
849668094696017920,3200891,0,5513,2015-11-15 21:41:29+00:00
849412302885593088,3200891,17039,3487,2015-11-15 21:41:29+00:00
849336543269576704,3200891,12240,2101,2015-11-15 21:41:29+00:00
849051919805034497,3200891,32617,7396,2015-11-15 21:41:29+00:00
848690551926992896,3200891,27104,4826,2015-11-15 21:41:29+00:00
848324959059550208,3200891,20229,4037,2015-11-15 21:41:29+00:00
848213670039564288,3200891,8834,832,2015-11-15 21:41:29+00:00
848212111729840128,3200891,17618,3444,2015-11-15 21:41:29+00:00
847978865427394560,3200891,0,3652,2015-11-15 21:41:29+00:00
847971574464610304,3200891,0,482,2015-11-15 21:41:29+00:00
847962785489326080,3200891,25296,5730,2015-11-15 21:41:29+00:00
847842811428974592,3200891,5935,1522,2015-11-15 21:41:29+00:00
847617282490613760,3200891,7558,468,2015-11-15 21:41:29+00:00
847606175596138505,3200891,20208,3774,2015-11-15 21:41:29+00:00
847251039262605312,3200891,22036,4800,2015-11-15 21:41:29+00:00
847157206088847362,3200891,21588,6572,2015-11-15 21:41:29+00:00
847116187444137987,3200891,23108,3583,2015-11-15 21:41:29+00:00
846874817362120707,3200891,21685,4404,2015-11-15 21:41:29+00:00
846514051647705089,3200891,48410,13076,2015-11-15 21:41:29+00:00
846505985330044928,3200891,15304,3492,2015-11-15 21:41:29+00:00
846153765933735936,3200891,34394,10226,2015-11-15 21:41:29+00:00
846139713627017216,3200891,33188,10972,2015-11-15 21:41:29+00:00
846042936437604353,3200891,17256,3224,2015-11-15 21:41:29+00:00
845812042753855489,3200891,31737,9894,2015-11-15 21:41:29+00:00
845677943972139009,3200891,27154,5365,2015-11-15 21:41:29+00:00
845459076796616705,3200891,0,15071,2015-11-15 21:41:29+00:00
845397057150107648,3200891,8241,2072,2015-11-15 21:41:29+00:00
845306882940190720,3200891,25225,6039,2015-11-15 21:41:29+00:00
845098359547420673,3200891,0,8640,2015-11-15 21:41:29+00:00
844979544864018432,3200891,14738,2909,2015-11-15 21:41:29+00:00
844973813909606400,3200891,16361,3617,2015-11-15 21:41:29+00:00
844704788403113984,3200891,42022,11633,2015-11-15 21:41:29+00:00
844580511645339650,3200891,17871,3533,2015-11-15 21:41:29+00:00
844223788422217728,3200891,14753,2450,2015-11-15 21:41:29+00:00
843981021012017153,3200891,16327,3285,2015-11-15 21:41:29+00:00
843856843873095681,3200891,23211,5220,2015-11-15 21:41:29+00:00
843604394117681152,3200891,18310,3081,2015-11-15 21:41:29+00:00
843235543001513987,3200891,23315,6852,2015-11-15 21:41:29+00:00
842892208864923648,3200891,0,56625,2015-11-15 21:41:29+00:00
842846295480000512,3200891,16440,4023,2015-11-15 21:41:29+00:00
842765311967449089,3200891,7321,1439,2015-11-15 21:41:29+00:00
842535590457499648,3200891,19637,3937,2015-11-15 21:41:29+00:00
842163532590374912,3200891,26569,6568,2015-11-15 21:41:29+00:00
842115215311396866,3200891,15204,3386,2015-11-15 21:41:29+00:00
841833993020538882,3200891,0,17504,2015-11-15 21:41:29+00:00
841680585030541313,3200891,27854,8748,2015-11-15 21:41:29+00:00
841439858740625411,3200891,13755,4168,2015-11-15 21:41:29+00:00
841320156043304961,3200891,21402,6080,2015-11-15 21:41:29+00:00
841314665196081154,3200891,17305,5312,2015-11-15 21:41:29+00:00
841077006473256960,3200891,24926,5991,2015-11-15 21:41:29+00:00
840761248237133825,3200891,0,1972,2015-11-15 21:41:29+00:00
840728873075638272,3200891,0,18285,2015-11-15 21:41:29+00:00
840698636975636481,3200891,197,3,2015-11-15 21:41:29+00:00
840696689258311684,3200891,13377,1116,2015-11-15 21:41:29+00:00
840632337062862849,3200891,9761,1972,2015-11-15 21:41:29+00:00
840370681858686976,3200891,17918,5146,2015-11-15 21:41:29+00:00
840268004936019968,3200891,20950,6497,2015-11-15 21:41:29+00:00
839990271299457024,3200891,14640,2597,2015-11-15 21:41:29+00:00
839549326359670784,3200891,29957,8805,2015-11-15 21:41:29+00:00
839290600511926273,3200891,0,158,2015-11-15 21:41:29+00:00
839239871831150596,3200891,29684,7422,2015-11-15 21:41:29+00:00
838952994649550848,3200891,21289,4505,2015-11-15 21:41:29+00:00
838921590096166913,3200891,12183,2357,2015-11-15 21:41:29+00:00
838916489579200512,3200891,0,38,2015-11-15 21:41:29+00:00
838831947270979586,3200891,0,12643,2015-11-15 21:41:29+00:00
838561493054533637,3200891,11892,1504,2015-11-15 21:41:29+00:00
838476387338051585,3200891,24664,5484,2015-11-15 21:41:29+00:00
838201503651401729,3200891,0,11525,2015-11-15 21:41:29+00:00
838150277551247360,3200891,1824,370,2015-11-15 21:41:29+00:00
838085839343206401,3200891,150,0,2015-11-15 21:41:29+00:00
838083903487373313,3200891,19183,3582,2015-11-15 21:41:29+00:00
837820167694528512,3200891,37277,8952,2015-11-15 21:41:29+00:00
837482249356513284,3200891,4204,495,2015-11-15 21:41:29+00:00
837471256429613056,3200891,13967,2631,2015-11-15 21:41:29+00:00
837366284874571778,3200891,23074,6005,2015-11-15 21:41:29+00:00
837110210464448512,3200891,17480,2731,2015-11-15 21:41:29+00:00
837012587749474308,3200891,0,88,2015-11-15 21:41:29+00:00
836989968035819520,3200891,13879,2610,2015-11-15 21:41:29+00:00
836753516572119041,3200891,21029,5237,2015-11-15 21:41:29+00:00
836677758902222849,3200891,13782,2522,2015-11-15 21:41:29+00:00
836648853927522308,3200891,0,626,2015-11-15 21:41:29+00:00
836397794269200385,3200891,0,31314,2015-11-15 21:41:29+00:00
836380477523124226,3200891,16037,3337,2015-11-15 21:41:29+00:00
836260088725786625,3200891,23177,4850,2015-11-15 21:41:29+00:00
836001077879255040,3200891,20924,4935,2015-11-15 21:41:29+00:00
835685285446955009,3200891,0,9327,2015-11-15 21:41:29+00:00
835574547218894849,3200891,19447,4121,2015-11-15 21:41:29+00:00
835536468978302976,3200891,0,1939,2015-11-15 21:41:29+00:00
835309094223372289,3200891,0,24013,2015-11-15 21:41:29+00:00
835297930240217089,3200891,17847,3381,2015-11-15 21:41:29+00:00
835264098648616962,3200891,8503,1939,2015-11-15 21:41:29+00:00
835246439529840640,3200891,2259,83,2015-11-15 21:41:29+00:00
835172783151792128,3200891,28552,6516,2015-11-15 21:41:29+00:00
835152434251116546,3200891,24574,3443,2015-11-15 21:41:29+00:00
834931633769889797,3200891,11838,1878,2015-11-15 21:41:29+00:00
834786237630337024,3200891,22943,6159,2015-11-15 21:41:29+00:00
834574053763584002,3200890,14993,2882,2015-11-15 21:41:29+00:00
834477809192075265,3200890,0,12224,2015-11-15 21:41:29+00:00
834458053273591808,3200890,10512,1899,2015-11-15 21:41:29+00:00
834209720923721728,3200890,22594,5476,2015-11-15 21:41:29+00:00
834167344700198914,3200890,17194,4130,2015-11-15 21:41:29+00:00
834089966724603904,3200890,10971,2427,2015-11-15 21:41:29+00:00
834086379323871233,3200890,14296,2512,2015-11-15 21:41:29+00:00
833863086058651648,3200891,14661,2729,2015-11-15 21:41:29+00:00
833826103416520705,3200891,16728,3904,2015-11-15 21:41:29+00:00
833732339549220864,3200891,0,251,2015-11-15 21:41:29+00:00
833722901757046785,3200891,22585,3636,2015-11-15 21:41:29+00:00
833479644947025920,3200892,16258,2357,2015-11-15 21:41:29+00:00
833124694597443584,3200892,22133,5513,2015-11-15 21:41:29+00:00
832998151111966721,3200892,14549,2522,2015-11-15 21:41:29+00:00
832769181346996225,3200892,0,43,2015-11-15 21:41:29+00:00
832757312314028032,3200800,18423,4127,2015-11-15 21:41:29+00:00
832682457690300417,3200892,13017,3368,2015-11-15 21:41:29+00:00
832645525019123713,3200892,3195,594,2015-11-15 21:41:29+00:00
832636094638288896,3200892,17379,3220,2015-11-15 21:41:29+00:00
832397543355072512,3200892,13126,2548,2015-11-15 21:41:29+00:00
832369877331693569,3200892,18792,3652,2015-11-15 21:41:29+00:00
832273440279240704,3200892,12385,2673,2015-11-15 21:41:29+00:00
832215909146226688,3200892,0,7069,2015-11-15 21:41:29+00:00
832215726631055365,3200892,0,10723,2015-11-15 21:41:29+00:00
832088576586297345,3200892,72,3,2015-11-15 21:41:29+00:00
832040443403784192,3200892,0,11131,2015-11-15 21:41:29+00:00
832032802820481025,3200892,13887,4746,2015-11-15 21:41:29+00:00
831939777352105988,3200892,26404,7031,2015-11-15 21:41:29+00:00
831926988323639298,3200892,369,39,2015-11-15 21:41:29+00:00
831911600680497154,3200892,30380,7458,2015-11-15 21:41:29+00:00
831670449226514432,3200892,11469,2059,2015-11-15 21:41:29+00:00
831650051525054464,3200892,7908,2243,2015-11-15 21:41:29+00:00
831552930092285952,3200892,9872,2632,2015-11-15 21:41:29+00:00
831322785565769729,3200892,10042,1744,2015-11-15 21:41:29+00:00
831315979191906304,3200892,7117,1264,2015-11-15 21:41:29+00:00
831309418084069378,3200892,12819,2786,2015-11-15 21:41:29+00:00
831262627380748289,3200892,13066,2350,2015-11-15 21:41:29+00:00
830956169170665475,3200892,8735,1735,2015-11-15 21:41:29+00:00
830583320585068544,3200892,73397,19297,2015-11-15 21:41:29+00:00
830173239259324417,3200892,0,6554,2015-11-15 21:41:29+00:00
830097400375152640,3200892,10804,3455,2015-11-15 21:41:29+00:00
829878982036299777,3200892,0,5757,2015-11-15 21:41:29+00:00
829861396166877184,3200892,13441,2243,2015-11-15 21:41:29+00:00
829501995190984704,3200892,34913,12224,2015-11-15 21:41:29+00:00
829449946868879360,3200892,11519,2329,2015-11-15 21:41:29+00:00
829374341691346946,3200892,38074,10706,2015-11-15 21:41:29+00:00
829141528400556032,3200892,26952,8530,2015-11-15 21:41:29+00:00
829011960981237760,3200892,58302,18627,2015-11-15 21:41:29+00:00
828801551087042563,3200892,0,3901,2015-11-15 21:41:29+00:00
828770345708580865,3200892,28085,6746,2015-11-15 21:41:29+00:00
828708714936930305,3200892,40241,12882,2015-11-15 21:41:29+00:00
828650029636317184,3200892,10467,1544,2015-11-15 21:41:29+00:00
828409743546925057,3200892,6898,1305,2015-11-15 21:41:29+00:00
828408677031882754,3200892,8398,1477,2015-11-15 21:41:29+00:00
828381636999917570,3200892,13864,2554,2015-11-15 21:41:29+00:00
828376505180889089,3200892,8112,1216,2015-11-15 21:41:29+00:00
828372645993398273,3200892,13756,3344,2015-11-15 21:41:29+00:00
828361771580813312,3200892,2408,195,2015-11-15 21:41:29+00:00
828046555563323392,3200892,12923,3260,2015-11-15 21:41:29+00:00
828011680017821696,3200892,11411,2451,2015-11-15 21:41:29+00:00
827933404142436356,3200892,22180,5987,2015-11-15 21:41:29+00:00
827653905312006145,3200892,16983,3433,2015-11-15 21:41:29+00:00
827600520311402496,3200892,8143,1082,2015-11-15 21:41:29+00:00
827324948884643840,3200892,17523,3510,2015-11-15 21:41:29+00:00
827228250799742977,3200892,0,13517,2015-11-15 21:41:29+00:00
827199976799354881,3200892,11659,2579,2015-11-15 21:41:29+00:00
826958653328592898,3200892,23767,5757,2015-11-15 21:41:29+00:00
826848821049180160,3200892,40325,11878,2015-11-15 21:41:29+00:00
826615380357632002,3200892,0,4521,2015-11-15 21:41:29+00:00
826598799820865537,3200892,5637,292,2015-11-15 21:41:29+00:00
826598365270007810,3200892,11117,2709,2015-11-15 21:41:29+00:00
826476773533745153,3200892,20275,4821,2015-11-15 21:41:29+00:00
826240494070030336,3200892,14614,2965,2015-11-15 21:41:29+00:00
826204788643753985,3200892,5361,1075,2015-11-15 21:41:29+00:00
826115272272650244,3200892,17299,3599,2015-11-15 21:41:29+00:00
825876512159186944,3200893,11525,2146,2015-11-15 21:41:29+00:00
825829644528148480,3200893,14025,2848,2015-11-15 21:41:29+00:00
825535076884762624,3200894,56413,19669,2015-11-15 21:41:29+00:00
825147591692263424,3200894,20181,5244,2015-11-15 21:41:29+00:00
825120256414846976,3200894,0,1483,2015-11-15 21:41:29+00:00
825026590719483904,3200894,7020,1483,2015-11-15 21:41:29+00:00
824796380199809024,3200894,0,6288,2015-11-15 21:41:29+00:00
824775126675836928,3200894,16508,4069,2015-11-15 21:41:29+00:00
824663926340194305,3200894,11113,1993,2015-11-15 21:41:29+00:00
824325613288833024,3200894,12999,11848,2015-11-15 21:41:29+00:00
824297048279236611,3200894,16625,4463,2015-11-15 21:41:29+00:00
824025158776213504,3200894,5255,679,2015-11-15 21:41:29+00:00
823939628516474880,3200894,11755,3123,2015-11-15 21:41:29+00:00
823719002937630720,3200894,0,12953,2015-11-15 21:41:29+00:00
823699002998870016,3200894,13826,2772,2015-11-15 21:41:29+00:00
823581115634085888,3200894,14376,3031,2015-11-15 21:41:29+00:00
823333489516937216,3200894,777,31,2015-11-15 21:41:29+00:00
823322678127919110,3200894,17437,4637,2015-11-15 21:41:29+00:00
823269594223824897,3200894,0,11421,2015-11-15 21:41:29+00:00
822975315408461824,3200894,19139,3958,2015-11-15 21:41:29+00:00
822872901745569793,3200894,132810,48265,2015-11-15 21:41:29+00:00
