tweet_id,p1,p1_conf,p2,p2_conf,p3,p3_conf,type_algorithm
666437273139982337,Chihuahua,0.6718529999999999,beagle,0.12468,Saluki,0.044094199999999986,p1_algo
666447344410484738,curly-coated_retriever,0.32208400000000004,giant_schnauzer,0.287955,Labrador_retriever,0.166331,p1_algo
666454714377183233,dalmatian,0.278954,Labrador_retriever,0.237612,Great_Pyrenees,0.171106,p1_algo
666644823164719104,Ibizan_hound,0.0443334,Pembroke,0.0432093,West_Highland_white_terrier,0.0389056,p1_algo
666649482315059201,Border_collie,0.447803,English_springer,0.170497,collie,0.139206,p1_algo
666691418707132416,German_shepherd,0.975401,beagle,0.00868727,bloodhound,0.00539404,p1_algo
666701168228331520,Labrador_retriever,0.887707,Chihuahua,0.029307,French_bulldog,0.0207563,p1_algo
666739327293083650,miniature_poodle,0.546933,cocker_spaniel,0.165255,toy_poodle,0.0959589,p1_algo
666776908487630848,seat_belt,0.375057,miniature_pinscher,0.167175,Chihuahua,0.0869506,False
666781792255496192,Italian_greyhound,0.618316,Weimaraner,0.151363,vizsla,0.08598910000000001,p1_algo
666804364988780544,English_setter,0.32879200000000003,Brittany_spaniel,0.283545,Ibizan_hound,0.0574615,p1_algo
666817836334096384,miniature_schnauzer,0.496953,standard_schnauzer,0.28527600000000003,giant_schnauzer,0.07376369999999999,p1_algo
666826780179869698,Maltese_dog,0.359383,teddy,0.148759,West_Highland_white_terrier,0.106007,p1_algo
666835007768551424,Airedale,0.448459,toy_poodle,0.12403,teddy,0.110183,p1_algo
667044094246576128,golden_retriever,0.765266,Labrador_retriever,0.206694,seat_belt,0.0106669,p1_algo
667062181243039745,Chesapeake_Bay_retriever,0.825678,vizsla,0.090998,kelpie,0.0229562,p1_algo
667073648344346624,Chihuahua,0.483682,pug,0.0924939,Brabancon_griffon,0.057495400000000016,p1_algo
667090893657276420,Chihuahua,0.959514,Italian_greyhound,0.00537015,Pomeranian,0.00264133,p1_algo
667119796878725120,Pembroke,0.741563,Chihuahua,0.0578659,toy_poodle,0.0391251,p1_algo
667138269671505920,West_Highland_white_terrier,0.747713,Samoyed,0.243629,toy_poodle,0.00180397,p1_algo
667152164079423490,toy_poodle,0.535411,Pomeranian,0.08754400000000001,miniature_poodle,0.06205,p1_algo
667160273090932737,golden_retriever,0.471351,miniature_poodle,0.0919921,standard_poodle,0.08738539999999999,p1_algo
667165590075940865,miniature_pinscher,0.140173,Rottweiler,0.13409400000000002,beagle,0.08189980000000001,p1_algo
667171260800061440,giant_schnauzer,0.8412649999999999,Lakeland_terrier,0.0527442,Irish_water_spaniel,0.0344017,p1_algo
667174963120574464,toy_poodle,0.266437,Chihuahua,0.243223,bluetick,0.0728063,p1_algo
667176164155375616,soft-coated_wheaten_terrier,0.318981,Lakeland_terrier,0.215218,toy_poodle,0.106014,p1_algo
667177989038297088,vizsla,0.25924899999999995,Chesapeake_Bay_retriever,0.176293,Weimaraner,0.112369,p1_algo
667182792070062081,golden_retriever,0.949892,Irish_setter,0.0105638,Chesapeake_Bay_retriever,0.00582141,p1_algo
667192066997374976,Rottweiler,0.28364,miniature_pinscher,0.148112,black-and-tan_coonhound,0.0955848,p1_algo
667200525029539841,Siberian_husky,0.694904,malamute,0.232006,Eskimo_dog,0.0506351,p1_algo
667211855547486208,golden_retriever,0.462556,Labrador_retriever,0.454937,kuvasz,0.0241933,p1_algo
667393430834667520,papillon,0.557009,Border_collie,0.271963,collie,0.0734729,p1_algo
667405339315146752,Saint_Bernard,0.381377,Leonberg,0.127998,golden_retriever,0.0693568,p1_algo
667435689202614272,Rottweiler,0.999091,miniature_pinscher,0.000450355,black-and-tan_coonhound,0.00015714,p1_algo
667453023279554560,Labrador_retriever,0.8256700000000001,French_bulldog,0.0566394,Staffordshire_bullterrier,0.0540184,p1_algo
667455448082227200,Tibetan_terrier,0.676376,Irish_terrier,0.054933400000000014,Yorkshire_terrier,0.0405755,p1_algo
667470559035432960,toy_poodle,0.304175,pug,0.223427,Lakeland_terrier,0.07331649999999999,p1_algo
667491009379606528,borzoi,0.852088,ice_bear,0.13226400000000002,weasel,0.00572998,p1_algo
667495797102141441,Chihuahua,0.143957,Christmas_stocking,0.118651,ski_mask,0.0924817,p1_algo
667502640335572993,Labrador_retriever,0.996709,golden_retriever,0.00168821,beagle,0.0007116669999999999,p1_algo
667509364010450944,beagle,0.636169,Labrador_retriever,0.119256,golden_retriever,0.08254919999999999,p1_algo
667517642048163840,Italian_greyhound,0.125176,standard_poodle,0.08457150000000001,cocker_spaniel,0.0813469,p1_algo
667530908589760512,golden_retriever,0.633037,kuvasz,0.14639100000000002,Labrador_retriever,0.0461837,p1_algo
667534815156183040,Pembroke,0.435254,Cardigan,0.30740700000000004,cocker_spaniel,0.0331583,p1_algo
667538891197542400,Yorkshire_terrier,0.618957,silky_terrier,0.300313,Australian_terrier,0.053412,p1_algo
667544320556335104,Pomeranian,0.412893,Pembroke,0.312958,Chihuahua,0.0719604,p1_algo
667546741521195010,toy_poodle,0.787424,miniature_poodle,0.202225,teddy,0.00404722,p1_algo
667550904950915073,web_site,0.999335,vizsla,8.10632e-05,collie,6.915899999999999e-05,False
667728196545200128,kuvasz,0.360159,golden_retriever,0.293744,Labrador_retriever,0.270673,p1_algo
667773195014021121,West_Highland_white_terrier,0.360465,pug,0.0934941,ice_bear,0.0690382,p1_algo
667793409583771648,dalmatian,0.5350729999999999,English_setter,0.451219,Great_Dane,0.00816361,p1_algo
667801013445750784,flat-coated_retriever,0.508392,Chesapeake_Bay_retriever,0.262239,curly-coated_retriever,0.048919800000000006,p1_algo
667806454573760512,toyshop,0.253089,Chihuahua,0.187155,Brabancon_griffon,0.112799,False
667832474953625600,miniature_pinscher,0.2142,bath_towel,0.146789,Chihuahua,0.104152,p1_algo
667861340749471744,malamute,0.967275,Siberian_husky,0.0161675,Eskimo_dog,0.0112774,p1_algo
667878741721415682,seat_belt,0.200373,miniature_pinscher,0.106003,schipperke,0.104733,False
667885044254572545,malamute,0.0885297,golden_retriever,0.08749860000000001,muzzle,0.0750077,p1_algo
667886921285246976,Pomeranian,0.8004319999999999,Pekinese,0.168445,Chihuahua,0.00894952,p1_algo
667902449697558528,Norwegian_elkhound,0.298881,malamute,0.279479,Eskimo_dog,0.198428,p1_algo
667924896115245057,Labrador_retriever,0.209051,hog,0.20398,Newfoundland,0.165914,p1_algo
668113020489474048,Pembroke,0.548896,Cardigan,0.191101,collie,0.0598141,p1_algo
668171859951755264,Chihuahua,0.664834,cowboy_boot,0.060343,giant_panda,0.0598375,p1_algo
668190681446379520,Blenheim_spaniel,0.958402,cocker_spaniel,0.0267643,Welsh_springer_spaniel,0.00778991,p1_algo
668204964695683073,Labrador_retriever,0.65518,golden_retriever,0.107884,Chesapeake_Bay_retriever,0.0658347,p1_algo
668221241640230912,chow,0.395101,golden_retriever,0.372115,Labrador_retriever,0.148785,p1_algo
668237644992782336,chow,0.8093199999999999,minivan,0.07131069999999999,Pekinese,0.0378696,p1_algo
668248472370458624,Chihuahua,0.7345470000000001,miniature_pinscher,0.06829439999999999,toy_terrier,0.0463671,p1_algo
668268907921326080,Pembroke,0.48483,Cardigan,0.425303,basenji,0.0147535,p1_algo
668274247790391296,soft-coated_wheaten_terrier,0.406374,Lakeland_terrier,0.263854,toy_poodle,0.150844,p1_algo
668286279830867968,golden_retriever,0.215944,basset,0.189214,Cardigan,0.11301,p1_algo
668480044826800133,Arctic_fox,0.119243,Labrador_retriever,0.0999648,pug,0.0867165,False
668484198282485761,standard_poodle,0.587372,Bedlington_terrier,0.182411,Afghan_hound,0.040968,p1_algo
668496999348633600,Staffordshire_bullterrier,0.412879,miniature_pinscher,0.16148800000000002,American_Staffordshire_terrier,0.112495,p1_algo
668507509523615744,basenji,0.0553794,Shetland_sheepdog,0.0543221,whippet,0.0519134,p1_algo
668528771708952576,Labrador_retriever,0.195835,kuvasz,0.121607,English_setter,0.08146439999999999,p1_algo
668537837512433665,Lakeland_terrier,0.372988,toy_poodle,0.250445,Chihuahua,0.189737,p1_algo
668542336805281792,American_Staffordshire_terrier,0.267695,French_bulldog,0.25405,Staffordshire_bullterrier,0.212381,p1_algo
668567822092664832,Shih-Tzu,0.985649,Lhasa,0.00707832,Pekinese,0.00305323,p1_algo
668623201287675904,Chihuahua,0.708163,Pomeranian,0.0913719,titi,0.0673255,p1_algo
668627278264475648,French_bulldog,0.965403,pug,0.00860381,Boston_bull,0.00800356,p1_algo
668631377374486528,miniature_schnauzer,0.904549,Australian_terrier,0.0225294,silky_terrier,0.015243200000000004,p1_algo
668633411083464705,Pekinese,0.589011,Shih-Tzu,0.390987,Japanese_spaniel,0.00331035,p1_algo
668636665813057536,komondor,0.999956,llama,4.3098100000000013e-05,ram,2.1609e-07,p1_algo
668655139528511488,beagle,0.31911,Italian_greyhound,0.103338,basenji,0.09193,p1_algo
668779399630725120,Chesapeake_Bay_retriever,0.285508,Weimaraner,0.146832,black-footed_ferret,0.0608648,p1_algo
668815180734689280,redbone,0.461172,Italian_greyhound,0.270733,miniature_pinscher,0.109752,p1_algo
668826086256599040,malinois,0.640185,Irish_terrier,0.1537,Rhodesian_ridgeback,0.0684565,p1_algo
668852170888998912,golden_retriever,0.903529,Tibetan_mastiff,0.041497000000000006,kuvasz,0.0225005,p1_algo
668892474547511297,kelpie,0.421979,collie,0.22706,Cardigan,0.168211,p1_algo
668902994700836864,Brittany_spaniel,0.828425,Ibizan_hound,0.043082,Blenheim_spaniel,0.0280036,p1_algo
668932921458302977,standard_poodle,0.237638,Old_English_sheepdog,0.195573,toy_poodle,0.14465799999999998,p1_algo
668955713004314625,cocker_spaniel,0.367492,Lakeland_terrier,0.272621,soft-coated_wheaten_terrier,0.0670063,p1_algo
668975677807423489,basset,0.605437,Welsh_springer_spaniel,0.184783,Saint_Bernard,0.116299,p1_algo
668979806671884288,golden_retriever,0.608537,Irish_setter,0.097078,redbone,0.0760222,p1_algo
668986018524233728,doormat,0.976103,Chihuahua,0.00563972,Norfolk_terrier,0.00391265,False
668989615043424256,pug,0.917326,waffle_iron,0.014917500000000004,Chihuahua,0.0135244,p1_algo
668994913074286592,hog,0.11378900000000003,English_springer,0.0897633,French_bulldog,0.08218639999999999,False
669000397445533696,Pembroke,0.82294,Cardigan,0.177035,basenji,2.33526e-05,p1_algo
669006782128353280,Chihuahua,0.127178,Italian_greyhound,0.05421469999999999,pillow,0.0485916,p1_algo
669037058363662336,Chihuahua,0.803528,Pomeranian,0.0538711,chow,0.0322574,p1_algo
669203728096960512,pug,0.910452,French_bulldog,0.0550896,Chihuahua,0.0148966,p1_algo
669216679721873412,golden_retriever,0.992758,Irish_setter,0.00337904,Saluki,0.00122963,p1_algo
669327207240699904,golden_retriever,0.919584,Labrador_retriever,0.0496695,kuvasz,0.0102161,p1_algo
669328503091937280,Siberian_husky,0.424202,Eskimo_dog,0.23766,malamute,0.0525717,p1_algo
669353438988365824,teddy,0.379656,Pembroke,0.212343,chow,0.0969953,False
669354382627049472,Chihuahua,0.97399,French_bulldog,0.010832,Pekinese,0.00209865,p1_algo
669359674819481600,Labrador_retriever,0.367818,German_short-haired_pointer,0.280642,Chesapeake_Bay_retriever,0.184246,p1_algo
669363888236994561,golden_retriever,0.539004,Irish_setter,0.40655,cocker_spaniel,0.0414844,p1_algo
669367896104181761,basset,0.749394,beagle,0.133579,Welsh_springer_spaniel,0.030198400000000007,p1_algo
669371483794317312,Brabancon_griffon,0.483268,miniature_pinscher,0.307465,redbone,0.07052380000000001,p1_algo
669375718304980992,Airedale,0.168762,Norfolk_terrier,0.107479,Lakeland_terrier,0.0978459,p1_algo
669393256313184256,cocker_spaniel,0.359843,Blenheim_spaniel,0.139519,toy_poodle,0.132746,p1_algo
669564461267722241,toy_poodle,0.623685,miniature_poodle,0.25992,standard_poodle,0.0825297,p1_algo
669567591774625800,Chihuahua,0.980511,toy_terrier,0.00916644,miniature_pinscher,0.00265851,p1_algo
669573570759163904,West_Highland_white_terrier,0.946828,miniature_schnauzer,0.0223436,cairn,0.00946166,p1_algo
669597912108789760,Eskimo_dog,0.595665,Siberian_husky,0.214474,white_wolf,0.147235,p1_algo
669603084620980224,Maltese_dog,0.659619,Tibetan_terrier,0.193539,Shih-Tzu,0.0393271,p1_algo
669625907762618368,seat_belt,0.874502,golden_retriever,0.0554081,Labrador_retriever,0.0268543,False
669680153564442624,dalmatian,0.141257,borzoi,0.137744,Labrador_retriever,0.103792,p1_algo
669683899023405056,Pomeranian,0.998275,Chihuahua,0.000605476,Pekinese,0.000515688,p1_algo
669753178989142016,Pembroke,0.8584940000000001,hamster,0.0263188,Shetland_sheepdog,0.022405200000000004,p1_algo
669926384437997569,Pomeranian,0.984231,keeshond,0.0102311,papillon,0.00221897,p1_algo
669942763794931712,vizsla,0.743216,redbone,0.217282,Rhodesian_ridgeback,0.0284735,p1_algo
669970042633789440,miniature_pinscher,0.734744,Rottweiler,0.13106600000000002,Doberman,0.0815094,p1_algo
670003130994700288,beagle,0.375313,Saint_Bernard,0.17491099999999998,English_foxhound,0.115888,p1_algo
670040295598354432,web_site,0.901552,borzoi,0.0266596,Chihuahua,0.0124376,False
670046952931721218,Blenheim_spaniel,0.998335,beagle,0.000647289,Brittany_spaniel,0.000391866,p1_algo
670061506722140161,Italian_greyhound,0.329339,American_Staffordshire_terrier,0.305294,whippet,0.111686,p1_algo
670073503555706880,malamute,0.6018859999999999,Siberian_husky,0.340106,Eskimo_dog,0.0500413,p1_algo
670086499208155136,German_short-haired_pointer,0.273492,Staffordshire_bullterrier,0.132944,bluetick,0.124562,p1_algo
670093938074779648,toy_poodle,0.383346,miniature_poodle,0.153678,chow,0.138543,p1_algo
670290420111441920,Chihuahua,0.368876,Pomeranian,0.282102,papillon,0.178795,p1_algo
670303360680108032,Shetland_sheepdog,0.380278,Cardigan,0.342806,guinea_pig,0.156249,p1_algo
670319130621435904,Irish_terrier,0.254856,briard,0.227716,soft-coated_wheaten_terrier,0.223263,p1_algo
670338931251150849,cairn,0.245033,West_Highland_white_terrier,0.137709,miniature_schnauzer,0.0891725,p1_algo
670374371102445568,English_springer,0.974936,English_setter,0.0116613,cocker_spaniel,0.00268899,p1_algo
670385711116361728,whippet,0.178027,Chesapeake_Bay_retriever,0.105969,beagle,0.0787197,p1_algo
670403879788544000,pug,0.8022229999999999,French_bulldog,0.172557,bull_mastiff,0.0071628,p1_algo
670411370698022913,Maltese_dog,0.584397,miniature_schnauzer,0.0642008,toy_poodle,0.0608677,p1_algo
670421925039075328,Chihuahua,0.275793,corn,0.0735958,bolete,0.054905099999999984,p1_algo
670427002554466305,seat_belt,0.952258,toy_terrier,0.0388716,beagle,0.00322644,False
670428280563085312,chow,0.335269,golden_retriever,0.30585,Tibetan_mastiff,0.0633253,p1_algo
670434127938719744,jack-o'-lantern,0.91914,Chesapeake_Bay_retriever,0.027351,Labrador_retriever,0.0200809,False
670435821946826752,sorrel,0.46037,basenji,0.135767,Cardigan,0.0991743,False
670442337873600512,Sussex_spaniel,0.403552,otterhound,0.256302,Irish_terrier,0.187315,p1_algo
670444955656130560,English_springer,0.403698,Brittany_spaniel,0.347609,Welsh_springer_spaniel,0.137186,p1_algo
670676092097810432,Dandie_Dinmont,0.6761020000000001,West_Highland_white_terrier,0.0408256,clumber,0.0395333,p1_algo
670679630144274432,Ibizan_hound,0.34273400000000004,Brittany_spaniel,0.229065,Chihuahua,0.104029,p1_algo
670691627984359425,Shetland_sheepdog,0.07112439999999999,home_theater,0.06839780000000001,American_Staffordshire_terrier,0.06696389999999999,p1_algo
670704688707301377,Norwich_terrier,0.419838,cairn,0.351876,Norfolk_terrier,0.0510937,p1_algo
670717338665226240,Pomeranian,0.368161,Pekinese,0.350973,golden_retriever,0.114902,p1_algo
670755717859713024,keeshond,0.994065,Norwegian_elkhound,0.00182748,cairn,0.00182131,p1_algo
670764103623966721,Norfolk_terrier,0.17285,golden_retriever,0.0727022,television,0.0374942,p1_algo
670778058496974848,pug,0.776612,Brabancon_griffon,0.112032,boxer,0.0390514,p1_algo
670780561024270336,Labrador_retriever,0.244889,American_black_bear,0.0569935,brown_bear,0.0539926,p1_algo
670782429121134593,Chihuahua,0.952963,French_bulldog,0.0365747,Boston_bull,0.0019774000000000003,p1_algo
670786190031921152,dingo,0.7771239999999999,Pembroke,0.12743800000000002,Cardigan,0.0240066,False
670789397210615808,beagle,0.295966,basset,0.143527,bluetick,0.138992,p1_algo
670792680469889025,brown_bear,0.882426,toy_poodle,0.031355,miniature_poodle,0.025743400000000003,False
670797304698376195,Pembroke,0.472197,beagle,0.090938,German_shepherd,0.06436599999999999,p1_algo
670803562457407488,basenji,0.34410100000000005,Ibizan_hound,0.210282,toy_terrier,0.196279,p1_algo
670804601705242624,Pomeranian,0.86856,Pekinese,0.0901292,chow,0.0217221,p1_algo
670807719151067136,Old_English_sheepdog,0.958035,Sealyham_terrier,0.0138922,Border_collie,0.00460114,p1_algo
670811965569282048,basset,0.99409,Walker_hound,0.00397268,beagle,0.00140619,p1_algo
670815497391357952,American_Staffordshire_terrier,0.919714,Staffordshire_bullterrier,0.0734302,bull_mastiff,0.000905679,p1_algo
670823764196741120,Labrador_retriever,0.947453,German_short-haired_pointer,0.017000599999999998,Weimaraner,0.0154321,p1_algo
670832455012716544,malinois,0.31760700000000003,Norwegian_elkhound,0.274901,bathing_cap,0.114643,p1_algo
670833812859932673,Pekinese,0.609853,Persian_cat,0.265442,Japanese_spaniel,0.027460400000000003,p1_algo
670840546554966016,Shih-Tzu,0.963622,Lhasa,0.016016700000000002,guinea_pig,0.00793192,p1_algo
670995969505435648,redbone,0.8662209999999999,beagle,0.06119400000000001,Rhodesian_ridgeback,0.0242845,p1_algo
671109016219725825,basenji,0.855959,beagle,0.0367231,toy_terrier,0.0292578,p1_algo
671115716440031232,malinois,0.406341,kelpie,0.14336600000000002,dingo,0.129802,p1_algo
671134062904504320,Shih-Tzu,0.18038,golden_retriever,0.180194,Labrador_retriever,0.173656,p1_algo
671138694582165504,Samoyed,0.587342,Great_Pyrenees,0.268952,Pekinese,0.0905275,p1_algo
671147085991960577,Yorkshire_terrier,0.4672020000000001,cairn,0.440122,silky_terrier,0.0586901,p1_algo
671151324042559489,Rottweiler,0.781201,black-and-tan_coonhound,0.0612065,kelpie,0.0488557,p1_algo
671154572044468225,Labrador_retriever,0.495047,Chesapeake_Bay_retriever,0.350188,golden_retriever,0.1424,p1_algo
671182547775299584,Rottweiler,0.331179,kelpie,0.218601,Appenzeller,0.18252,p1_algo
671186162933985280,Chihuahua,0.319106,whippet,0.16913399999999998,toy_terrier,0.125815,p1_algo
671355857343524864,miniature_poodle,0.313811,toy_poodle,0.16558499999999998,Irish_terrier,0.0560941,p1_algo
671357843010908160,Italian_greyhound,0.831757,toy_terrier,0.043305800000000005,Chihuahua,0.036773,p1_algo
671485057807351808,Samoyed,0.627901,Great_Pyrenees,0.27642100000000003,kuvasz,0.0578735,p1_algo
671486386088865792,German_shepherd,0.8270350000000001,kelpie,0.0876477,red_wolf,0.031217900000000007,p1_algo
671504605491109889,toy_poodle,0.259115,bath_towel,0.177669,Maltese_dog,0.0717125,p1_algo
671518598289059840,Lakeland_terrier,0.428275,wire-haired_fox_terrier,0.111472,toy_poodle,0.105016,p1_algo
671520732782923777,Pomeranian,0.551031,Pekinese,0.135262,gibbon,0.06155740000000001,p1_algo
671528761649688577,Doberman,0.782626,black-and-tan_coonhound,0.109678,Gordon_setter,0.0521102,p1_algo
671536543010570240,pug,0.537652,bull_mastiff,0.220617,French_bulldog,0.06829650000000001,p1_algo
671542985629241344,Shetland_sheepdog,0.980339,collie,0.006693000000000001,papillon,0.00615701,p1_algo
671561002136281088,Gordon_setter,0.4693729999999999,black-and-tan_coonhound,0.270893,Rottweiler,0.15323299999999998,p1_algo
671729906628341761,kuvasz,0.431469,Samoyed,0.117122,white_wolf,0.09006660000000001,p1_algo
671743150407421952,toy_poodle,0.4194270000000001,miniature_poodle,0.237067,swing,0.104193,p1_algo
671768281401958400,Chihuahua,0.500373,French_bulldog,0.112796,Italian_greyhound,0.0628927,p1_algo
671789708968640512,dalmatian,0.114259,teddy,0.0622752,steam_locomotive,0.049700199999999986,p1_algo
671866342182637568,Labrador_retriever,0.8756139999999999,Chihuahua,0.0321822,golden_retriever,0.017232499999999998,p1_algo
671891728106971137,Labrador_retriever,0.567933,golden_retriever,0.349401,seat_belt,0.0693962,p1_algo
671896809300709376,chow,0.243529,hamster,0.22715,Pomeranian,0.0560567,p1_algo
672068090318987265,pug,0.8633850000000001,shopping_cart,0.125746,Border_terrier,0.00297246,p1_algo
672095186491711488,pug,0.794087,French_bulldog,0.140796,bull_mastiff,0.0446811,p1_algo
672139350159835138,Rottweiler,0.29099200000000003,American_black_bear,0.23812,chimpanzee,0.115541,p1_algo
672160042234327040,pug,0.561027,French_bulldog,0.222114,Labrador_retriever,0.0654556,p1_algo
672169685991993344,cocker_spaniel,0.991011,Sussex_spaniel,0.00403213,miniature_poodle,0.00127564,p1_algo
672222792075620352,beagle,0.958178,basset,0.00911731,Italian_greyhound,0.00773105,p1_algo
672239279297454080,pug,0.332536,French_bulldog,0.258124,bull_mastiff,0.120873,p1_algo
672245253877968896,Chihuahua,0.7189439999999999,badger,0.178546,toy_terrier,0.0371031,p1_algo
672248013293752320,Irish_terrier,0.413173,Airedale,0.335616,toy_poodle,0.0279523,p1_algo
672254177670729728,pug,0.979487,French_bulldog,0.0168504,Norwegian_elkhound,0.00161754,p1_algo
672264251789176834,Chihuahua,0.6098600000000001,teddy,0.0681337,Norwich_terrier,0.0592273,p1_algo
672267570918129665,Irish_terrier,0.716932,miniature_pinscher,0.0512335,Airedale,0.0443809,p1_algo
672272411274932228,pug,0.914685,Norwegian_elkhound,0.0149819,Siamese_cat,0.00922055,p1_algo
672466075045466113,cocker_spaniel,0.150424,toy_poodle,0.0886053,Welsh_springer_spaniel,0.0720143,p1_algo
672481316919734272,Border_collie,0.599454,collie,0.106227,Shetland_sheepdog,0.0944649,p1_algo
672482722825261057,West_Highland_white_terrier,0.5861729999999999,borzoi,0.20662,Great_Pyrenees,0.06065269999999999,p1_algo
672488522314567680,Doberman,0.605358,Rottweiler,0.108382,Appenzeller,0.0777977,p1_algo
672523490734551040,golden_retriever,0.5659810000000001,chow,0.0812117,Irish_terrier,0.06159600000000001,p1_algo
672591762242805761,kuvasz,0.777659,Great_Pyrenees,0.112517,golden_retriever,0.0383509,p1_algo
672594978741354496,Great_Pyrenees,0.755945,Old_English_sheepdog,0.0823368,Afghan_hound,0.0270366,p1_algo
672604026190569472,toy_poodle,0.8201579999999999,miniature_poodle,0.178404,toilet_tissue,0.000291158,p1_algo
672622327801233409,golden_retriever,0.952773,Labrador_retriever,0.010835,clumber,0.00878601,p1_algo
672640509974827008,Chesapeake_Bay_retriever,0.420155,Cardigan,0.26603000000000004,Labrador_retriever,0.0425145,p1_algo
672834301050937345,Pembroke,0.5825600000000001,Cardigan,0.258869,nipple,0.0338345,p1_algo
672877615439593473,Chihuahua,0.412362,beagle,0.0680661,borzoi,0.0450712,p1_algo
672964561327235073,Chihuahua,0.292343,pug,0.17336400000000002,French_bulldog,0.0455071,p1_algo
672968025906282496,toy_poodle,0.678046,miniature_poodle,0.160273,Airedale,0.06564869999999999,p1_algo
672975131468300288,pug,0.8364209999999999,Brabancon_griffon,0.044667800000000014,French_bulldog,0.0365705,p1_algo
672980819271634944,car_mirror,0.232754,basset,0.219461,beagle,0.112397,False
672988786805112832,Lakeland_terrier,0.8366319999999999,West_Highland_white_terrier,0.07389960000000001,wire-haired_fox_terrier,0.0381601,p1_algo
672995267319328768,French_bulldog,0.7195590000000001,boxer,0.166927,Boston_bull,0.101354,p1_algo
672997845381865473,chow,0.517255,Pomeranian,0.206053,koala,0.12703699999999998,p1_algo
673213039743795200,schipperke,0.8880819999999999,groenendael,0.0477274,kelpie,0.041398,p1_algo
673240798075449344,Airedale,0.443004,brown_bear,0.114162,Chesapeake_Bay_retriever,0.0946386,p1_algo
673270968295534593,Shih-Tzu,0.610453,Maltese_dog,0.16681500000000002,Old_English_sheepdog,0.13201500000000002,p1_algo
673295268553605120,golden_retriever,0.889241,Labrador_retriever,0.06468330000000001,Great_Pyrenees,0.0126126,p1_algo
673317986296586240,miniature_pinscher,0.384099,bloodhound,0.0799232,Rottweiler,0.0685941,p1_algo
673320132811366400,Samoyed,0.978833,Pomeranian,0.012763,Eskimo_dog,0.00185305,p1_algo
673342308415348736,ski_mask,0.981017,Chihuahua,0.013559200000000002,kelpie,0.00065218,False
673343217010679808,Chihuahua,0.541408,Italian_greyhound,0.156891,miniature_pinscher,0.0695558,p1_algo
673350198937153538,West_Highland_white_terrier,0.11918800000000003,quill,0.104014,Maltese_dog,0.093944,p1_algo
